1.53658E+18,791,889,892,824,1023,968,850,933,1015,678,553,878,,,,
1.53658E+18,792,889,892,824,1023,968,850,933,1015,678,552,878,,,,
1.53658E+18,792,889,891,824,1023,968,850,933,1015,678,552,878,,,,
1.53658E+18,791,889,892,824,1023,969,850,933,1016,678,552,878,,,,
1.53658E+18,791,889,892,824,1023,968,849,933,1016,678,552,878,,,,
1.53658E+18,791,889,892,824,1023,968,851,933,1016,678,552,877,,,,
1.53658E+18,791,888,892,824,1023,969,850,933,1015,678,552,877,,,,
1.53658E+18,792,889,892,824,1023,968,850,933,1015,678,552,878,,,,
1.53658E+18,792,889,892,824,1023,968,849,933,1015,678,552,878,,,,
1.53658E+18,791,888,891,824,1023,968,850,933,1015,678,552,877,,,,
1.53658E+18,791,889,891,824,1023,969,850,933,1016,678,553,878,,,,
1.53658E+18,791,888,892,824,1023,969,850,933,1015,678,553,878,,,,
1.53658E+18,792,888,891,824,1023,968,849,933,1016,678,553,878,,,,
1.53658E+18,791,888,891,824,1023,968,850,934,1016,678,553,878,,,,
1.53658E+18,791,889,892,823,1023,969,850,934,1015,678,553,878,,,,
1.53658E+18,791,889,891,824,1023,969,849,934,1015,678,553,877,,,,
1.53658E+18,791,888,892,824,1023,969,849,934,1016,679,554,878,,,,
1.53658E+18,791,888,892,824,1023,968,850,934,1015,679,554,878,,,,
1.53658E+18,790,889,891,824,1023,968,850,934,1016,679,555,878,,,,
1.53658E+18,790,888,891,824,1023,969,849,935,1016,679,555,878,,,,
1.53658E+18,791,888,892,824,1023,969,850,934,1016,679,555,878,,,,
1.53658E+18,791,889,891,824,1023,968,850,934,1015,679,555,878,,,,
1.53658E+18,791,888,891,824,1023,968,849,934,1016,679,555,877,,,,
1.53658E+18,791,888,890,823,1023,967,850,935,1016,679,555,878,,,,
1.53658E+18,791,888,891,823,1023,968,850,934,1016,679,555,878,,,,
1.53658E+18,791,889,891,824,1023,968,850,934,1016,679,555,878,,,,
1.53658E+18,791,888,891,824,1023,968,849,935,1016,679,555,878,,,,
1.53658E+18,790,888,890,824,1023,968,850,934,1016,679,555,877,,,,
1.53658E+18,790,888,891,824,1023,968,850,935,1016,680,556,877,,,,
1.53658E+18,791,889,891,824,1023,969,850,934,1016,680,556,877,,,,
1.53658E+18,791,888,890,823,1023,968,850,935,1016,679,556,877,,,,
1.53658E+18,791,888,891,824,1023,968,850,935,1016,680,556,878,,,,
1.53658E+18,790,888,891,824,1023,968,851,935,1015,680,556,878,,,,
1.53658E+18,791,888,891,824,1023,968,850,934,1015,679,555,878,,,,
1.53658E+18,791,888,891,824,1023,968,850,934,1016,679,555,878,,,,
1.53658E+18,790,888,891,825,1023,968,850,935,1016,679,556,877,,,,
1.53658E+18,790,888,891,824,1023,968,849,935,1015,679,555,877,,,,
1.53658E+18,791,888,891,824,1023,968,850,935,1016,679,555,878,,,,
1.53658E+18,791,889,891,824,1023,968,849,935,1016,679,555,878,,,,
1.53658E+18,791,888,892,824,1023,968,850,934,1015,679,555,877,,,,
1.53658E+18,791,888,891,824,1023,969,850,935,1015,679,555,877,,,,
1.53658E+18,791,888,890,824,1023,968,850,935,1015,679,555,877,,,,
1.53658E+18,791,889,891,824,1023,968,850,934,1016,679,555,878,,,,
1.53658E+18,792,889,891,824,1023,968,850,935,1015,679,555,877,,,,
1.53658E+18,791,888,891,824,1023,968,850,935,1016,679,555,877,,,,
1.53658E+18,792,888,891,824,1023,968,850,934,1016,679,555,878,,,,
1.53658E+18,792,888,891,824,1023,968,850,934,1015,679,555,878,,,,
1.53658E+18,791,888,891,824,1023,968,850,935,1016,679,555,878,,,,
1.53658E+18,791,888,891,824,1023,968,849,934,1015,679,555,878,,,,
1.53658E+18,790,888,891,824,1023,968,850,934,1015,679,555,877,,,,
1.53658E+18,791,889,891,823,1023,968,850,935,1015,679,555,877,,,,
1.53658E+18,791,888,891,824,1023,968,849,934,1016,679,555,877,,,,
1.53658E+18,791,888,890,824,1023,968,850,935,1015,679,555,878,,,,
1.53658E+18,790,888,891,824,1023,968,850,934,1015,679,555,877,,,,
1.53658E+18,791,888,891,824,1023,968,849,934,1015,679,555,877,,,,
1.53658E+18,791,888,891,824,1023,968,849,935,1016,679,555,878,,,,
1.53658E+18,790,888,890,823,1023,968,850,934,1016,679,555,878,,,,
1.53658E+18,790,888,892,824,1023,968,849,934,1016,679,555,878,,,,
1.53658E+18,790,888,890,824,1023,968,850,935,1015,679,554,878,,,,
1.53658E+18,790,888,890,823,1023,968,849,934,1015,678,555,878,,,,
1.53658E+18,791,888,891,823,1023,968,849,934,1016,679,555,877,,,,
1.53658E+18,791,888,891,824,1023,968,849,934,1016,678,555,877,,,,
1.53658E+18,791,888,891,824,1023,968,849,933,1015,679,554,877,,,,
1.53658E+18,790,888,890,824,1023,968,850,934,1015,679,554,878,,,,
1.53658E+18,790,888,890,824,1023,968,849,934,1015,679,554,877,,,,
1.53658E+18,791,888,890,823,1023,968,849,934,1015,679,554,878,,,,
1.53658E+18,791,888,890,824,1023,968,850,934,1016,678,554,878,,,,
1.53658E+18,790,888,890,823,1023,968,849,934,1015,679,554,878,,,,
1.53658E+18,791,889,891,823,1023,968,849,935,1016,679,554,878,,,,
1.53658E+18,791,888,890,823,1023,968,849,934,1016,678,554,877,,,,
1.53658E+18,791,888,890,823,1023,968,849,934,1015,678,554,877,,,,
1.53658E+18,791,888,890,823,1023,968,850,934,1015,679,554,877,,,,
1.53658E+18,791,888,891,823,1023,968,849,935,1016,678,554,878,,,,
1.53658E+18,790,888,890,823,1023,968,849,934,1016,679,554,877,,,,
1.53658E+18,791,888,890,823,1023,968,849,934,1016,679,554,878,,,,
1.53658E+18,790,888,891,823,1023,968,849,933,1015,679,554,877,,,,
1.53658E+18,790,888,890,823,1023,968,849,934,1015,678,553,878,,,,
1.53658E+18,791,888,890,823,1023,968,849,934,1015,679,553,877,,,,
1.53658E+18,791,888,891,823,1023,968,850,934,1016,679,553,878,,,,
1.53658E+18,791,888,890,823,1023,968,849,934,1015,679,553,878,,,,
1.53658E+18,790,888,890,823,1023,968,849,934,1015,679,553,878,,,,
1.53658E+18,791,889,890,823,1023,968,850,934,1016,679,553,878,,,,
1.53658E+18,791,888,890,823,1023,968,849,934,1016,679,553,878,,,,
1.53658E+18,791,888,890,824,1023,968,850,934,1015,679,553,877,,,,
1.53658E+18,791,888,891,823,1023,968,850,934,1015,679,553,878,,,,
1.53658E+18,790,887,890,823,1023,968,849,933,1016,679,553,878,,,,
1.53658E+18,790,888,890,823,1023,968,849,934,1016,679,553,878,,,,
1.53658E+18,791,888,890,823,1023,967,849,933,1015,679,553,877,,,,
1.53658E+18,790,888,890,823,1023,968,850,934,1016,679,553,877,,,,
1.53658E+18,790,888,890,823,1023,968,850,934,1015,679,553,878,,,,
1.53658E+18,791,888,890,823,1023,968,850,934,1015,679,553,877,,,,
1.53658E+18,790,888,890,823,1023,967,849,933,1015,679,553,877,,,,
1.53658E+18,790,888,890,822,1023,967,849,934,1015,679,553,877,,,,
1.53658E+18,790,888,890,823,1023,968,849,934,1015,678,553,878,,,,
1.53658E+18,790,888,890,823,1023,968,849,934,1016,678,553,877,,,,
1.53658E+18,791,888,890,823,1023,968,850,933,1016,678,553,877,,,,
1.53658E+18,790,888,890,823,1023,968,850,934,1016,679,553,878,,,,
