1.53658E+18,796,886,886,829,1023,964,844,926,1014,669,548,876,,,,
1.53658E+18,796,886,886,829,1022,964,844,926,1014,669,548,876,,,,
1.53658E+18,796,885,886,829,1023,964,843,925,1014,669,548,876,,,,
1.53658E+18,795,885,886,828,1023,964,843,926,1013,668,548,876,,,,
1.53658E+18,796,886,886,829,1023,964,843,927,1014,669,548,876,,,,
1.53658E+18,796,886,886,829,1023,964,844,927,1014,668,548,876,,,,
1.53658E+18,796,886,886,829,1023,964,843,926,1013,668,548,876,,,,
1.53658E+18,796,886,886,829,1022,964,843,926,1014,668,548,876,,,,
1.53658E+18,796,886,886,830,1023,965,844,926,1014,668,548,876,,,,
1.53658E+18,797,886,886,830,1023,964,844,926,1014,668,547,876,,,,
1.53658E+18,797,886,886,830,1023,964,844,926,1014,668,547,876,,,,
1.53658E+18,796,886,886,830,1023,965,843,926,1014,668,548,876,,,,
1.53658E+18,797,886,886,830,1023,965,843,926,1014,668,548,876,,,,
1.53658E+18,797,886,887,830,1023,964,843,926,1014,668,547,876,,,,
1.53658E+18,797,886,887,830,1023,964,844,926,1013,668,547,876,,,,
1.53658E+18,798,886,887,830,1023,965,844,926,1014,668,547,875,,,,
1.53658E+18,798,886,887,831,1023,965,843,926,1013,668,547,876,,,,
1.53658E+18,797,886,887,831,1022,965,843,926,1014,668,547,876,,,,
1.53658E+18,798,886,887,830,1023,964,843,926,1013,668,547,876,,,,
1.53658E+18,797,886,886,831,1023,965,843,926,1014,668,547,876,,,,
1.53658E+18,797,886,887,831,1022,965,843,927,1014,668,547,876,,,,
1.53658E+18,797,886,886,831,1023,964,843,926,1014,668,547,876,,,,
1.53658E+18,797,886,886,830,1023,964,844,926,1013,668,547,876,,,,
1.53658E+18,797,886,887,831,1023,964,843,926,1014,668,547,877,,,,
1.53658E+18,797,886,887,831,1023,965,843,925,1014,668,547,876,,,,
1.53658E+18,797,886,887,830,1023,965,844,926,1014,668,547,876,,,,
1.53658E+18,797,887,886,830,1023,964,843,926,1014,668,547,876,,,,
1.53658E+18,798,886,886,830,1023,964,843,926,1013,667,547,876,,,,
1.53658E+18,798,886,887,830,1023,964,843,926,1014,667,547,876,,,,
1.53658E+18,797,886,886,830,1023,964,843,927,1013,668,547,877,,,,
1.53658E+18,798,886,887,830,1023,965,843,926,1014,667,547,876,,,,
1.53658E+18,799,886,886,830,1023,965,843,925,1014,668,547,876,,,,
1.53658E+18,797,886,886,830,1023,964,843,926,1013,668,547,875,,,,
1.53658E+18,799,887,886,830,1023,964,843,927,1014,667,547,876,,,,
1.53658E+18,799,886,886,830,1023,964,843,926,1013,668,547,876,,,,
1.53658E+18,799,886,886,830,1023,964,843,926,1013,668,547,876,,,,
1.53658E+18,798,886,887,830,1023,964,843,926,1014,668,547,876,,,,
1.53658E+18,798,886,886,830,1023,965,843,926,1014,668,547,876,,,,
1.53658E+18,799,887,886,830,1023,965,843,927,1014,668,547,876,,,,
1.53658E+18,799,886,887,830,1023,964,843,926,1014,668,547,876,,,,
1.53658E+18,799,887,887,830,1023,965,843,926,1015,668,547,876,,,,
1.53658E+18,799,887,886,830,1023,964,843,926,1014,668,547,876,,,,
1.53658E+18,798,887,887,830,1023,964,843,926,1013,667,547,876,,,,
1.53658E+18,798,887,887,830,1022,965,844,926,1014,668,547,876,,,,
1.53658E+18,798,887,887,830,1023,965,844,926,1013,667,547,876,,,,
1.53658E+18,798,886,886,830,1023,964,843,926,1014,667,547,876,,,,
1.53658E+18,798,886,886,830,1023,965,843,927,1014,667,547,876,,,,
1.53658E+18,799,886,886,830,1023,964,844,926,1013,667,547,876,,,,
1.53658E+18,798,887,887,830,1023,965,844,926,1014,667,547,876,,,,
1.53658E+18,798,887,886,830,1023,964,843,926,1015,667,547,876,,,,
1.53658E+18,798,887,887,829,1022,965,843,926,1014,667,548,876,,,,
1.53658E+18,798,886,887,829,1022,965,843,928,1014,667,547,876,,,,
1.53658E+18,798,887,886,830,1023,964,844,926,1015,667,547,876,,,,
1.53658E+18,798,887,887,830,1023,964,843,926,1014,667,547,877,,,,
1.53658E+18,797,887,886,830,1023,965,843,926,1014,667,547,876,,,,
1.53658E+18,798,887,886,830,1022,965,843,927,1014,667,547,876,,,,
1.53658E+18,798,886,886,830,1023,964,843,926,1014,667,547,876,,,,
1.53658E+18,798,886,887,829,1023,965,844,926,1014,667,547,876,,,,
1.53658E+18,798,887,886,830,1023,965,843,926,1014,667,548,876,,,,
1.53658E+18,798,887,886,830,1022,965,843,926,1013,667,547,876,,,,
