%time,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5,field.data6,field.data7,field.data8,field.data9,field.data10,field.data11,,,,
1.53658E+18,784,895,900,821,1023,971,844,924,1014,661,554,882,,,,
1.53658E+18,783,895,900,820,1023,970,844,923,1013,661,554,882,,,,
1.53658E+18,784,895,900,820,1023,970,843,923,1013,661,553,882,,,,
1.53658E+18,784,895,901,820,1023,970,844,923,1015,661,554,882,,,,
1.53658E+18,784,895,900,821,1023,970,844,923,1014,661,554,882,,,,
1.53658E+18,784,895,900,821,1023,970,844,923,1013,661,554,882,,,,
1.53658E+18,783,895,900,821,1023,970,844,923,1014,661,554,882,,,,
1.53658E+18,784,895,900,821,1023,970,844,923,1015,661,554,882,,,,
1.53658E+18,784,895,900,821,1023,970,844,923,1014,661,554,882,,,,
1.53658E+18,783,896,900,820,1023,970,844,924,1014,661,554,882,,,,
1.53658E+18,784,896,900,821,1023,970,844,923,1014,661,554,883,,,,
1.53658E+18,783,895,900,820,1023,970,843,924,1013,661,554,883,,,,
1.53658E+18,784,896,900,820,1023,970,844,923,1014,661,554,882,,,,
1.53658E+18,784,896,900,821,1023,970,844,923,1014,661,554,882,,,,
1.53658E+18,784,896,900,820,1023,970,844,923,1014,661,554,883,,,,
1.53658E+18,784,896,900,821,1023,970,844,923,1013,661,554,882,,,,
1.53658E+18,784,896,900,820,1023,970,844,924,1014,661,554,882,,,,
1.53658E+18,784,895,900,820,1023,970,844,923,1014,661,554,882,,,,
1.53658E+18,784,896,900,820,1023,970,844,923,1014,661,554,883,,,,
1.53658E+18,785,896,900,821,1023,970,843,924,1014,661,554,882,,,,
1.53658E+18,784,895,900,821,1023,970,844,923,1014,661,554,882,,,,
1.53658E+18,784,896,900,820,1023,970,844,923,1014,661,554,882,,,,
1.53658E+18,784,896,900,820,1023,969,843,923,1014,661,554,882,,,,
1.53658E+18,784,895,900,821,1023,970,843,923,1014,661,554,882,,,,
1.53658E+18,784,895,900,820,1023,970,844,923,1014,661,554,883,,,,
1.53658E+18,783,895,900,820,1023,970,844,922,1014,661,554,882,,,,
1.53658E+18,785,895,900,820,1023,970,844,923,1014,661,553,882,,,,
1.53658E+18,785,895,900,820,1023,970,843,922,1014,661,554,882,,,,
1.53658E+18,784,895,900,820,1023,970,844,923,1014,661,554,883,,,,
1.53658E+18,784,895,900,820,1023,970,843,922,1014,661,554,883,,,,
1.53658E+18,785,895,899,820,1023,970,843,922,1014,661,554,882,,,,
1.53658E+18,784,895,899,820,1023,969,844,922,1014,661,554,882,,,,
1.53658E+18,784,895,899,820,1023,969,843,923,1015,661,554,883,,,,
1.53658E+18,785,895,900,820,1023,970,844,922,1014,661,554,883,,,,
1.53658E+18,785,895,899,820,1023,970,844,923,1013,661,554,883,,,,
1.53658E+18,785,895,900,820,1023,970,843,923,1014,661,554,882,,,,
1.53658E+18,784,895,899,820,1023,969,844,923,1013,661,554,882,,,,
1.53658E+18,784,895,899,820,1023,970,844,923,1014,661,554,882,,,,
1.53658E+18,784,895,899,820,1023,970,844,923,1013,661,554,883,,,,
1.53658E+18,785,895,900,820,1023,970,843,924,1014,661,554,882,,,,
1.53658E+18,784,895,899,820,1023,970,844,923,1013,661,553,882,,,,
1.53658E+18,784,895,900,819,1023,970,843,923,1014,661,554,882,,,,
1.53658E+18,785,895,899,820,1023,970,843,922,1014,661,554,882,,,,
1.53658E+18,784,894,900,820,1023,970,844,923,1015,661,554,883,,,,
1.53658E+18,784,895,900,820,1023,970,843,923,1014,661,554,882,,,,
1.53658E+18,784,895,899,820,1023,970,843,923,1014,661,554,882,,,,
1.53658E+18,784,895,900,820,1023,970,844,923,1014,661,554,882,,,,
1.53658E+18,784,895,899,820,1023,970,843,922,1013,661,553,883,,,,
1.53658E+18,784,895,899,819,1023,969,843,923,1013,661,553,882,,,,
1.53658E+18,784,895,899,820,1023,970,843,923,1014,661,553,882,,,,
1.53658E+18,784,895,899,820,1023,970,843,922,1014,661,553,883,,,,
1.53658E+18,784,895,900,820,1023,970,843,923,1013,661,553,882,,,,
1.53658E+18,784,895,900,820,1023,969,843,923,1014,661,553,882,,,,
1.53658E+18,785,895,900,820,1023,970,843,923,1014,661,553,882,,,,
1.53658E+18,786,895,900,820,1023,971,843,922,1014,661,553,882,,,,
1.53658E+18,785,895,899,820,1023,970,843,923,1014,661,554,882,,,,
1.53658E+18,785,895,900,820,1023,970,843,922,1014,661,553,883,,,,
1.53658E+18,785,895,899,820,1023,970,843,923,1014,661,554,882,,,,
1.53658E+18,785,895,899,820,1023,969,843,922,1014,661,554,882,,,,
1.53658E+18,785,895,899,820,1023,970,842,923,1013,661,553,882,,,,
1.53658E+18,786,895,900,820,1023,970,843,922,1014,661,553,883,,,,
1.53658E+18,786,896,900,820,1023,971,843,922,1013,661,553,882,,,,
1.53658E+18,786,895,900,820,1023,970,842,922,1014,661,553,882,,,,
1.53658E+18,786,895,900,821,1023,970,843,922,1014,661,553,882,,,,
1.53658E+18,787,895,900,820,1023,970,844,923,1014,661,553,882,,,,
1.53658E+18,787,895,900,820,1023,970,843,923,1013,661,553,882,,,,
1.53658E+18,787,895,900,820,1023,970,843,924,1014,660,553,882,,,,
1.53658E+18,787,895,899,820,1023,971,843,923,1014,661,553,882,,,,
1.53658E+18,786,895,900,820,1023,970,843,923,1015,661,553,882,,,,
1.53658E+18,786,895,900,820,1023,970,843,923,1014,661,553,882,,,,
1.53658E+18,786,895,899,820,1023,970,843,923,1014,661,553,882,,,,
1.53658E+18,787,895,899,820,1023,970,843,923,1014,661,553,882,,,,
1.53658E+18,787,895,900,820,1023,970,843,924,1014,661,553,882,,,,
1.53658E+18,786,895,900,820,1023,969,844,923,1014,661,553,882,,,,
1.53658E+18,786,895,899,820,1023,970,843,924,1014,661,553,882,,,,
1.53658E+18,786,895,900,820,1023,970,843,924,1014,661,553,882,,,,
1.53658E+18,786,895,899,820,1023,971,843,923,1014,661,552,882,,,,
1.53658E+18,786,895,899,820,1023,970,843,923,1014,661,553,882,,,,
1.53658E+18,786,895,899,820,1023,970,843,923,1013,661,553,882,,,,
1.53658E+18,786,895,900,820,1023,970,843,923,1014,661,553,882,,,,
1.53658E+18,786,894,899,820,1023,970,843,923,1013,661,553,882,,,,
1.53658E+18,786,895,900,820,1023,970,843,924,1013,661,553,882,,,,
1.53658E+18,786,895,899,820,1023,970,843,923,1014,661,553,883,,,,
1.53658E+18,786,895,899,820,1023,970,843,923,1014,661,553,882,,,,
1.53658E+18,786,895,899,820,1023,970,844,922,1014,661,553,882,,,,
1.53658E+18,786,895,899,820,1023,970,844,923,1014,661,553,882,,,,
1.53658E+18,786,895,900,820,1023,970,843,923,1014,661,553,882,,,,
1.53658E+18,786,895,899,820,1023,970,843,923,1014,661,553,882,,,,
1.53658E+18,786,895,900,820,1023,970,844,922,1014,661,553,882,,,,
1.53658E+18,786,895,899,821,1023,970,844,923,1014,661,553,882,,,,
1.53658E+18,786,895,899,820,1023,971,843,922,1014,661,553,882,,,,
1.53658E+18,786,895,899,820,1023,970,843,923,1014,661,553,882,,,,
1.53658E+18,787,894,899,821,1023,970,843,923,1014,661,553,882,,,,
1.53658E+18,786,895,900,820,1023,970,844,922,1014,661,553,882,,,,
1.53658E+18,787,895,899,821,1023,970,843,922,1014,661,553,883,,,,
1.53658E+18,786,895,899,821,1023,970,843,923,1013,661,553,882,,,,
1.53658E+18,787,895,899,820,1023,970,843,922,1014,661,553,882,,,,
1.53658E+18,786,896,899,820,1023,969,844,922,1014,661,553,882,,,,
1.53658E+18,786,895,899,820,1023,970,843,922,1014,661,553,882,,,,
1.53658E+18,786,895,899,821,1023,970,843,922,1014,661,553,883,,,,
1.53658E+18,787,895,899,820,1023,970,843,923,1014,661,553,882,,,,
1.53658E+18,786,896,900,820,1023,970,843,922,1014,661,553,882,,,,
1.53658E+18,787,895,899,820,1023,969,842,922,1014,661,553,882,,,,
1.53658E+18,786,895,899,821,1023,969,843,922,1014,661,553,882,,,,
1.53658E+18,786,895,899,820,1023,970,843,922,1015,661,553,882,,,,
1.53658E+18,786,895,899,820,1023,969,843,922,1014,661,553,882,,,,
1.53658E+18,786,895,899,820,1023,970,843,922,1014,661,553,882,,,,
1.53658E+18,786,895,899,821,1023,970,843,922,1014,661,553,882,,,,
1.53658E+18,786,895,899,820,1023,969,843,923,1014,661,553,882,,,,
1.53658E+18,786,895,899,821,1023,969,843,922,1014,661,553,883,,,,
1.53658E+18,786,895,899,820,1023,969,843,922,1013,661,553,882,,,,
1.53658E+18,786,895,900,820,1023,969,843,922,1014,661,553,882,,,,
1.53658E+18,786,895,899,820,1023,970,843,923,1014,661,553,882,,,,
1.53658E+18,786,895,899,820,1023,970,843,922,1014,660,553,882,,,,
1.53658E+18,786,895,899,820,1023,969,843,922,1014,661,553,882,,,,
1.53658E+18,786,895,899,820,1023,969,843,922,1014,661,553,882,,,,
1.53658E+18,786,895,899,820,1023,969,843,922,1014,661,553,882,,,,
1.53658E+18,786,895,899,820,1023,969,843,922,1014,661,553,882,,,,
1.53658E+18,786,895,900,820,1023,969,843,922,1014,661,553,882,,,,
1.53658E+18,786,895,899,820,1023,969,843,922,1014,661,553,882,,,,
1.53658E+18,786,895,899,821,1023,969,843,922,1014,661,553,882,,,,
1.53658E+18,786,896,899,820,1023,969,843,922,1014,661,553,883,,,,
1.53658E+18,786,895,899,820,1023,969,843,921,1013,661,553,882,,,,
1.53658E+18,786,894,899,820,1023,969,843,922,1014,661,553,882,,,,
1.53658E+18,786,894,899,820,1023,969,843,922,1014,661,553,883,,,,
1.53658E+18,786,895,899,820,1023,969,843,922,1014,661,553,882,,,,
1.53658E+18,786,895,899,820,1023,969,844,922,1014,661,553,882,,,,
1.53658E+18,786,895,898,820,1023,969,843,922,1013,661,553,882,,,,
1.53658E+18,786,895,899,819,1023,969,843,922,1014,661,553,882,,,,
1.53658E+18,786,895,899,820,1023,969,843,922,1013,661,553,882,,,,
1.53658E+18,786,895,898,820,1023,969,843,922,1014,661,553,883,,,,
1.53658E+18,785,894,899,820,1023,969,843,922,1014,661,553,883,,,,
1.53658E+18,785,895,899,820,1023,969,843,922,1014,661,553,882,,,,
1.53658E+18,786,895,899,820,1023,969,843,922,1014,660,553,882,,,,
1.53658E+18,786,894,899,820,1023,969,844,922,1014,661,553,883,,,,
1.53658E+18,785,895,898,820,1023,970,843,922,1013,661,553,883,,,,
1.53658E+18,785,895,899,820,1023,969,843,922,1014,661,553,882,,,,
1.53658E+18,785,895,899,820,1023,969,843,922,1013,661,553,882,,,,
1.53658E+18,785,895,899,820,1023,970,844,922,1013,661,553,882,,,,
1.53658E+18,785,895,899,820,1023,969,843,922,1013,661,553,882,,,,
1.53658E+18,785,895,898,819,1023,969,844,921,1014,661,553,882,,,,
1.53658E+18,785,895,898,820,1023,969,843,922,1013,661,553,882,,,,
1.53658E+18,785,895,899,820,1023,969,843,922,1014,661,553,883,,,,
1.53658E+18,785,895,899,819,1023,969,843,922,1014,661,553,882,,,,
1.53658E+18,785,895,899,819,1023,969,843,923,1014,661,553,883,,,,
1.53658E+18,785,895,898,819,1023,969,843,922,1014,661,553,882,,,,
1.53658E+18,785,895,899,820,1023,969,843,922,1013,661,553,882,,,,
1.53658E+18,785,894,899,819,1023,969,843,922,1013,661,552,882,,,,
1.53658E+18,785,895,899,819,1023,969,843,922,1014,661,553,882,,,,
1.53658E+18,784,895,899,819,1023,968,843,922,1014,661,553,882,,,,
1.53658E+18,785,895,899,820,1023,969,843,922,1013,661,553,882,,,,
1.53658E+18,785,895,899,819,1023,969,843,922,1013,661,553,883,,,,
1.53658E+18,785,895,899,819,1023,969,843,922,1014,660,553,882,,,,
1.53658E+18,785,895,898,820,1023,969,843,922,1014,661,553,882,,,,
1.53658E+18,784,895,899,819,1023,969,843,922,1014,661,552,882,,,,
1.53658E+18,785,895,899,819,1023,969,843,922,1013,661,553,882,,,,
1.53658E+18,785,895,899,820,1023,969,843,921,1014,661,552,882,,,,
1.53658E+18,784,895,898,819,1023,969,843,923,1014,661,553,882,,,,
1.53658E+18,784,895,898,820,1023,969,843,922,1014,661,553,882,,,,
1.53658E+18,784,895,899,820,1023,969,843,922,1013,661,553,882,,,,
1.53658E+18,785,895,899,819,1023,969,843,922,1013,661,553,882,,,,
1.53658E+18,786,895,898,819,1023,969,843,922,1014,661,553,882,,,,
1.53658E+18,786,895,898,819,1023,969,843,922,1014,661,553,882,,,,
1.53658E+18,785,895,898,820,1023,969,843,922,1014,661,553,882,,,,
1.53658E+18,786,895,899,820,1023,969,843,922,1014,661,553,883,,,,
1.53658E+18,785,894,898,819,1023,969,844,922,1014,661,553,882,,,,
1.53658E+18,785,895,897,819,1023,969,843,922,1014,661,553,882,,,,
1.53658E+18,785,896,898,819,1023,969,844,922,1013,660,553,882,,,,
1.53658E+18,785,895,899,819,1023,969,843,922,1014,661,553,883,,,,
1.53658E+18,785,895,898,820,1023,970,843,923,1014,660,553,882,,,,
1.53658E+18,785,895,898,819,1023,970,843,922,1013,661,553,882,,,,
1.53658E+18,785,895,899,820,1023,969,844,922,1013,661,553,882,,,,
1.53658E+18,785,895,898,820,1023,969,843,922,1013,660,553,882,,,,
1.53658E+18,785,895,898,820,1023,969,843,921,1013,660,553,882,,,,
1.53658E+18,785,895,899,820,1023,969,843,922,1014,661,553,882,,,,
1.53658E+18,785,895,899,820,1023,970,843,922,1014,660,553,882,,,,
1.53658E+18,785,895,899,819,1023,969,843,922,1013,661,553,882,,,,
1.53658E+18,785,895,899,820,1023,970,843,922,1014,660,552,883,,,,
1.53658E+18,785,895,899,819,1023,969,843,922,1013,661,553,883,,,,
1.53658E+18,786,896,899,819,1023,969,843,922,1013,661,553,882,,,,
1.53658E+18,786,895,898,819,1023,969,843,921,1014,661,553,882,,,,
1.53658E+18,786,895,898,819,1023,969,843,922,1013,661,553,883,,,,
1.53658E+18,786,895,899,820,1023,969,843,922,1014,661,553,883,,,,
1.53658E+18,786,895,898,819,1023,969,843,922,1013,661,553,882,,,,
1.53658E+18,786,895,898,819,1023,969,843,922,1013,661,553,882,,,,
1.53658E+18,786,895,898,820,1023,969,843,922,1014,661,553,882,,,,
1.53658E+18,786,895,898,820,1023,969,843,922,1014,660,553,882,,,,
1.53658E+18,786,895,898,819,1023,969,843,922,1014,661,553,882,,,,
1.53658E+18,785,895,899,819,1022,969,843,922,1014,661,553,882,,,,
1.53658E+18,786,895,898,820,1023,969,843,923,1013,661,553,882,,,,
1.53658E+18,785,895,898,820,1023,969,843,922,1013,661,553,882,,,,
1.53658E+18,785,895,898,819,1023,969,843,922,1014,660,553,882,,,,
1.53658E+18,785,895,898,819,1023,970,843,922,1014,661,553,882,,,,
1.53658E+18,786,895,898,819,1023,970,844,922,1013,661,553,882,,,,
1.53658E+18,786,895,899,819,1023,969,843,922,1014,660,553,882,,,,
1.53658E+18,786,895,898,819,1023,969,844,921,1013,661,553,882,,,,
1.53658E+18,785,895,898,819,1023,969,843,922,1014,661,553,882,,,,
1.53658E+18,785,896,899,819,1023,969,843,922,1014,660,553,882,,,,
1.53658E+18,786,895,898,820,1023,969,843,922,1014,661,553,883,,,,
1.53658E+18,786,896,899,819,1023,969,843,921,1013,661,553,882,,,,
1.53658E+18,786,895,898,819,1023,969,842,922,1014,660,553,882,,,,
1.53658E+18,785,895,898,819,1023,968,843,922,1014,661,553,882,,,,
1.53658E+18,786,895,898,819,1022,969,843,921,1014,661,553,882,,,,
1.53658E+18,786,895,898,819,1023,969,843,922,1013,661,553,882,,,,
1.53658E+18,785,895,898,820,1023,969,843,922,1014,661,553,882,,,,
1.53658E+18,785,896,899,819,1023,969,843,922,1013,661,553,883,,,,
1.53658E+18,785,895,898,820,1023,969,843,921,1013,661,553,882,,,,
1.53658E+18,786,895,898,819,1023,969,842,921,1015,661,553,882,,,,
1.53658E+18,785,895,899,819,1023,969,842,922,1013,661,553,882,,,,
1.53658E+18,786,895,899,819,1023,969,843,922,1013,661,553,882,,,,
1.53658E+18,786,895,898,819,1023,969,844,922,1014,660,553,882,,,,
1.53658E+18,785,895,898,820,1023,969,843,922,1013,661,553,883,,,,
1.53658E+18,785,895,898,819,1023,970,843,922,1014,661,553,882,,,,
1.53658E+18,786,895,897,819,1023,969,843,922,1013,661,553,882,,,,
1.53658E+18,786,895,898,819,1023,969,843,922,1013,661,553,882,,,,
1.53658E+18,785,895,898,819,1023,969,843,921,1013,660,552,882,,,,
1.53658E+18,785,895,899,819,1023,969,843,921,1014,660,552,883,,,,
1.53658E+18,785,895,898,819,1023,969,844,922,1014,661,553,882,,,,
1.53658E+18,785,895,898,819,1023,970,844,922,1013,660,552,882,,,,
1.53658E+18,784,895,898,819,1023,969,843,922,1013,661,552,882,,,,
1.53658E+18,785,895,898,819,1023,969,843,922,1014,661,552,882,,,,
1.53658E+18,785,895,898,819,1023,969,843,922,1015,660,552,882,,,,
1.53658E+18,785,896,898,819,1023,969,842,922,1013,660,552,882,,,,
1.53658E+18,785,895,898,819,1023,969,843,922,1014,660,553,882,,,,
1.53658E+18,785,896,898,819,1023,969,843,921,1014,660,553,882,,,,
1.53658E+18,784,895,897,818,1023,970,843,922,1013,660,552,882,,,,
1.53658E+18,784,895,897,819,1023,969,843,922,1013,660,552,882,,,,
1.53658E+18,784,895,898,819,1023,969,843,922,1014,660,552,882,,,,
1.53658E+18,784,894,898,818,1023,969,843,922,1013,660,552,881,,,,
1.53658E+18,784,895,898,819,1023,969,843,922,1014,660,552,882,,,,
1.53658E+18,784,895,898,819,1023,969,843,922,1013,660,552,882,,,,
1.53658E+18,784,895,898,818,1023,969,843,922,1014,660,552,882,,,,
1.53658E+18,784,895,898,819,1023,969,843,920,1014,660,552,882,,,,
1.53658E+18,784,895,898,819,1023,969,843,921,1013,660,552,882,,,,
1.53658E+18,784,895,898,819,1023,970,844,922,1013,660,552,882,,,,
1.53658E+18,784,895,898,819,1023,969,843,921,1014,660,552,881,,,,
1.53658E+18,784,895,898,818,1023,969,842,921,1013,660,551,882,,,,
1.53658E+18,784,895,899,818,1023,969,844,921,1014,660,552,882,,,,
1.53658E+18,784,895,898,819,1023,970,843,921,1013,660,552,882,,,,
1.53658E+18,784,895,899,819,1023,970,843,921,1014,660,552,883,,,,
1.53658E+18,784,895,899,819,1023,970,843,921,1013,660,552,882,,,,
1.53658E+18,784,895,900,819,1023,970,843,922,1014,660,552,882,,,,
1.53658E+18,784,895,899,819,1023,971,843,922,1013,660,552,882,,,,
1.53658E+18,784,895,899,819,1023,971,843,922,1014,660,552,882,,,,
1.53658E+18,783,895,900,819,1023,971,842,922,1013,660,552,882,,,,
1.53658E+18,784,895,900,819,1023,971,843,922,1014,660,552,882,,,,
1.53658E+18,784,895,899,819,1023,971,843,922,1014,660,552,881,,,,
1.53658E+18,784,895,899,819,1023,971,843,922,1013,660,552,881,,,,
1.53658E+18,784,895,899,819,1023,971,842,922,1014,660,552,882,,,,
1.53658E+18,784,895,899,819,1023,972,843,922,1013,660,552,881,,,,
1.53658E+18,784,895,899,819,1023,973,843,922,1013,660,551,882,,,,
1.53658E+18,784,894,899,819,1023,972,843,922,1014,660,552,881,,,,
1.53658E+18,784,895,899,819,1023,972,843,922,1014,660,552,882,,,,
1.53658E+18,783,895,899,818,1023,973,843,922,1015,660,552,882,,,,
1.53658E+18,784,895,898,819,1023,972,842,922,1014,660,551,882,,,,
1.53658E+18,783,895,898,818,1023,972,843,922,1014,660,552,882,,,,
1.53658E+18,783,894,899,819,1023,972,843,922,1014,660,552,882,,,,
1.53658E+18,784,895,898,818,1023,972,843,922,1014,660,551,882,,,,
1.53658E+18,784,895,898,819,1023,971,842,922,1014,660,551,882,,,,
1.53658E+18,784,895,899,818,1023,972,843,922,1014,660,551,882,,,,
1.53658E+18,784,895,899,819,1023,972,843,922,1014,660,552,882,,,,
1.53658E+18,784,895,898,818,1023,972,843,921,1014,659,551,882,,,,
1.53658E+18,784,895,899,819,1023,972,842,922,1014,660,551,882,,,,
1.53658E+18,784,895,898,818,1023,972,842,922,1014,660,551,882,,,,
1.53658E+18,784,895,898,819,1023,972,843,922,1014,660,551,882,,,,
1.53658E+18,784,895,899,818,1023,971,842,922,1014,660,551,881,,,,
1.53658E+18,784,894,898,819,1023,972,843,922,1013,660,552,881,,,,
1.53658E+18,784,895,898,819,1023,972,843,922,1014,660,552,882,,,,
1.53658E+18,784,895,898,818,1023,971,842,922,1014,660,552,882,,,,
1.53658E+18,783,895,899,819,1023,972,842,922,1014,660,552,882,,,,
1.53658E+18,784,894,898,819,1023,971,843,922,1014,660,552,882,,,,
1.53658E+18,784,895,898,819,1023,971,843,922,1013,660,552,882,,,,
1.53658E+18,783,894,899,818,1023,972,843,923,1014,660,552,882,,,,
1.53658E+18,784,894,898,819,1023,971,842,922,1014,660,552,882,,,,
1.53658E+18,783,894,898,819,1023,972,843,922,1014,660,552,882,,,,
1.53658E+18,783,895,898,819,1023,971,843,922,1014,660,552,881,,,,
1.53658E+18,783,894,899,818,1022,971,843,922,1014,660,552,881,,,,
1.53658E+18,783,895,898,819,1023,971,843,922,1014,660,552,882,,,,
1.53658E+18,783,894,898,819,1023,971,843,922,1014,660,552,882,,,,
1.53658E+18,784,895,898,818,1023,972,843,922,1014,660,552,881,,,,
1.53658E+18,783,895,898,818,1023,971,842,922,1013,660,552,881,,,,
1.53658E+18,783,894,898,818,1023,972,843,923,1015,660,552,882,,,,
1.53658E+18,783,895,898,819,1023,972,843,923,1015,660,552,882,,,,
1.53658E+18,783,894,898,818,1023,972,843,922,1014,660,552,881,,,,
1.53658E+18,783,894,898,818,1023,972,843,922,1014,660,552,881,,,,
1.53658E+18,783,894,898,818,1023,972,843,923,1014,660,552,882,,,,
1.53658E+18,783,895,898,819,1023,971,843,923,1013,660,552,882,,,,
1.53658E+18,783,895,898,818,1023,972,843,922,1014,660,552,881,,,,
1.53658E+18,783,895,899,818,1023,971,843,922,1014,660,552,881,,,,
1.53658E+18,783,894,898,818,1023,972,843,922,1015,660,552,882,,,,
1.53658E+18,783,894,898,818,1023,971,842,922,1014,660,552,881,,,,
1.53658E+18,783,895,898,818,1023,972,843,922,1014,660,552,882,,,,
1.53658E+18,783,894,898,818,1023,972,843,922,1014,660,552,881,,,,
1.53658E+18,783,894,898,818,1023,972,842,923,1014,660,551,881,,,,
1.53658E+18,783,895,898,819,1023,972,844,923,1014,659,551,882,,,,
1.53658E+18,784,894,898,818,1023,972,844,922,1013,660,552,881,,,,
1.53658E+18,784,894,898,818,1023,974,843,922,1014,660,551,882,,,,
1.53658E+18,785,894,899,818,1023,972,843,923,1014,659,551,882,,,,
1.53658E+18,787,895,899,818,1023,973,843,922,1014,660,551,882,,,,
1.53658E+18,785,895,900,819,1023,973,843,922,1015,660,551,882,,,,
1.53658E+18,785,895,899,818,1023,973,844,923,1014,660,551,882,,,,
1.53658E+18,785,895,900,818,1023,973,843,922,1014,660,551,882,,,,
1.53658E+18,785,895,899,818,1023,973,843,922,1014,660,551,882,,,,
1.53658E+18,785,895,900,818,1023,973,844,922,1015,660,551,881,,,,
1.53658E+18,785,894,899,818,1023,974,843,923,1014,660,551,882,,,,
1.53658E+18,784,894,900,818,1023,974,843,923,1014,660,551,882,,,,
1.53658E+18,784,895,899,818,1023,974,843,922,1015,660,552,882,,,,
1.53658E+18,785,895,898,818,1023,974,843,922,1014,660,551,882,,,,
1.53658E+18,784,895,898,818,1023,975,843,922,1014,660,551,881,,,,
1.53658E+18,784,894,899,818,1023,974,842,922,1014,660,551,881,,,,
1.53658E+18,784,895,899,818,1023,974,842,922,1015,660,551,882,,,,
1.53658E+18,784,894,899,818,1023,973,843,922,1014,660,551,881,,,,
1.53658E+18,784,894,899,818,1023,974,843,922,1014,660,551,881,,,,
1.53658E+18,784,894,899,818,1023,974,843,922,1015,660,551,882,,,,
1.53658E+18,784,895,899,818,1023,974,843,922,1014,659,551,881,,,,
1.53658E+18,783,894,899,817,1023,973,843,922,1015,659,551,882,,,,
1.53658E+18,783,894,899,818,1023,974,843,922,1014,660,551,882,,,,
1.53658E+18,783,895,898,818,1023,973,843,922,1015,660,551,882,,,,
1.53658E+18,783,895,899,817,1023,974,843,922,1014,659,551,881,,,,
1.53658E+18,783,894,898,817,1022,974,843,922,1015,659,551,881,,,,
1.53658E+18,783,894,898,818,1023,974,843,922,1014,659,551,882,,,,
1.53658E+18,783,894,899,818,1023,973,843,922,1015,660,551,881,,,,
1.53658E+18,783,894,899,818,1023,973,842,922,1014,659,551,882,,,,
1.53658E+18,783,895,898,817,1022,974,843,922,1015,660,551,881,,,,
1.53658E+18,783,895,899,817,1023,973,843,922,1015,660,551,881,,,,
1.53658E+18,783,894,898,818,1023,973,843,922,1015,660,551,881,,,,
1.53658E+18,783,894,899,818,1022,973,844,922,1016,660,552,882,,,,
1.53658E+18,783,894,898,818,1023,973,844,922,1015,660,551,882,,,,
1.53658E+18,783,895,899,818,1023,973,843,922,1014,659,551,881,,,,
1.53658E+18,783,894,899,818,1022,973,844,923,1015,660,551,881,,,,
1.53658E+18,783,894,898,818,1023,974,844,922,1015,659,552,882,,,,
1.53658E+18,783,894,898,817,1023,974,844,922,1014,659,552,882,,,,
1.53658E+18,782,894,899,818,1023,974,845,922,1015,659,551,881,,,,
1.53658E+18,782,895,898,817,1023,975,844,923,1015,659,552,881,,,,
1.53658E+18,783,895,899,818,1023,974,845,922,1015,659,552,881,,,,
1.53658E+18,783,895,900,817,1023,975,845,922,1014,660,552,881,,,,
1.53658E+18,782,894,900,818,1023,974,845,922,1015,660,552,881,,,,
1.53658E+18,783,894,900,817,1023,974,845,922,1015,659,552,882,,,,
1.53658E+18,782,895,900,818,1023,974,845,922,1015,659,553,882,,,,
1.53658E+18,783,895,900,818,1023,974,845,922,1015,659,552,882,,,,
1.53658E+18,783,895,900,818,1023,974,845,922,1016,659,553,881,,,,
1.53658E+18,783,895,899,818,1023,973,844,922,1014,660,553,882,,,,
1.53658E+18,783,895,900,818,1023,973,844,922,1015,659,553,882,,,,
1.53658E+18,783,895,900,818,1023,974,844,922,1015,659,552,882,,,,
1.53658E+18,783,895,900,818,1023,974,844,923,1015,659,552,881,,,,
1.53658E+18,783,895,900,817,1023,973,844,922,1014,660,552,881,,,,
1.53658E+18,783,895,900,818,1023,974,845,923,1016,659,552,881,,,,
1.53658E+18,783,895,900,818,1023,974,844,922,1015,659,552,881,,,,
1.53658E+18,783,895,900,817,1023,974,844,923,1014,659,552,881,,,,
1.53658E+18,783,895,900,818,1023,975,844,922,1015,659,553,882,,,,
1.53658E+18,783,895,900,817,1023,973,844,922,1015,659,552,882,,,,
1.53658E+18,782,894,901,818,1023,973,844,922,1015,659,552,881,,,,
1.53658E+18,783,895,901,818,1023,974,844,922,1015,659,552,881,,,,
1.53658E+18,783,895,900,818,1023,974,844,922,1015,659,552,881,,,,
1.53658E+18,782,895,900,817,1023,973,844,922,1014,659,552,881,,,,
1.53658E+18,783,895,900,817,1023,973,845,922,1015,659,552,881,,,,
1.53658E+18,782,895,901,818,1023,974,844,922,1016,660,552,881,,,,
1.53658E+18,782,895,901,818,1023,974,844,923,1014,659,553,882,,,,
1.53658E+18,782,895,901,818,1023,974,844,923,1014,660,553,881,,,,
1.53658E+18,783,895,901,818,1023,974,845,922,1015,659,553,881,,,,
1.53658E+18,782,895,901,817,1023,974,845,923,1015,660,553,881,,,,
1.53658E+18,782,894,902,818,1023,973,844,922,1014,659,553,881,,,,
1.53658E+18,782,894,902,817,1023,974,845,923,1014,659,553,881,,,,
1.53658E+18,782,895,902,818,1023,974,845,922,1015,660,553,881,,,,
1.53658E+18,782,895,902,817,1023,975,845,922,1014,660,553,881,,,,
1.53658E+18,782,896,902,817,1023,974,844,923,1015,659,553,881,,,,
