1.53658E+18,786,882,885,864,1023,973,861,929,1012,661,542,884
1.53658E+18,787,882,885,864,1023,973,862,930,1012,661,542,884
1.53658E+18,786,882,886,864,1023,973,862,929,1012,661,542,884
1.53658E+18,786,882,886,865,1023,974,862,929,1012,661,542,884
1.53658E+18,787,882,885,864,1023,974,861,929,1012,661,542,884
1.53658E+18,786,882,885,864,1023,973,861,930,1013,661,542,884
1.53658E+18,786,882,886,864,1023,973,862,929,1012,661,541,884
1.53658E+18,786,883,886,865,1023,974,861,929,1012,661,542,884
1.53658E+18,786,882,885,864,1023,974,861,929,1012,661,542,884
1.53658E+18,786,881,885,864,1023,973,861,930,1013,661,541,884
1.53658E+18,787,881,885,864,1023,973,862,929,1013,661,541,884
1.53658E+18,786,882,885,863,1023,973,862,930,1012,660,541,884
1.53658E+18,787,882,886,864,1023,974,861,930,1012,661,541,884
1.53658E+18,787,881,885,864,1023,973,862,930,1012,661,541,884
1.53658E+18,787,882,885,864,1023,973,862,929,1012,661,541,885
1.53658E+18,786,882,886,864,1023,973,862,930,1012,661,542,884
1.53658E+18,786,883,886,864,1023,973,861,930,1012,661,541,884
1.53658E+18,786,882,885,864,1023,973,861,930,1012,661,541,884
1.53658E+18,786,882,885,864,1023,973,862,930,1013,661,541,885
1.53658E+18,786,882,886,864,1023,973,862,930,1012,661,542,884
1.53658E+18,786,882,886,864,1023,973,861,929,1012,661,541,884
1.53658E+18,787,882,885,864,1023,973,862,929,1012,661,541,885
1.53658E+18,786,882,885,864,1023,973,862,930,1012,661,542,885
1.53658E+18,786,882,885,865,1023,973,862,930,1013,661,542,884
1.53658E+18,786,882,885,864,1023,974,862,929,1012,661,541,884
1.53658E+18,786,882,885,864,1023,974,862,930,1012,661,541,884
1.53658E+18,786,882,885,864,1023,973,862,930,1013,661,542,884
1.53658E+18,786,882,886,864,1023,973,862,929,1012,661,541,884
1.53658E+18,785,882,886,864,1023,974,861,930,1013,661,541,885
1.53658E+18,786,882,885,864,1023,974,862,930,1012,661,541,884
1.53658E+18,786,882,885,864,1023,973,862,930,1012,661,541,884
1.53658E+18,785,882,885,864,1023,974,862,930,1012,661,541,884
1.53658E+18,786,882,885,864,1023,974,862,929,1011,661,541,885
1.53658E+18,786,882,885,864,1023,974,862,930,1012,661,542,884
1.53658E+18,787,882,885,864,1023,973,862,929,1012,661,541,884
1.53658E+18,786,881,885,864,1023,974,862,930,1013,661,541,884
1.53658E+18,786,882,885,864,1023,974,862,929,1012,661,541,885
1.53658E+18,786,882,885,864,1023,974,862,930,1012,661,541,884
